entry_date,exit_date,entry_price,exit_price,size,pnl,pnlcomm,commission,duration
2020-01-28 01:00:00,2020-01-28 03:00:00,0.67632,0.67632,0,21.69041000000027,3.712519930000269,17.97789007,0.08333333337213844
2020-01-28 16:00:00,2020-04-07 17:00:00,0.67574,0.67574,0,785.0500799999996,767.8280105599996,17.22206944,70.04166666674428
2020-04-07 18:00:00,2020-04-08 09:00:00,0.61653,0.61653,0,66.82699999999963,47.371537559999624,19.45546244,0.625
2020-05-27 01:00:00,2021-01-28 10:00:00,0.6638100000000001,0.6638100000000001,0,1478.6810799999978,1457.7288687599978,20.952211240000004,246.375
2021-08-18 01:00:00,2021-08-18 10:00:00,0.72647,0.72647,0,41.365759999999156,19.310814239999154,22.054945760000003,0.375
2021-08-27 10:00:00,2021-08-27 11:00:00,0.7299081999999999,0.7299081999999999,0,10.977134400001606,-11.234730545598392,22.2118649456,0.04166666674427688
2021-09-05 21:00:00,2021-09-19 21:00:00,0.74353,0.74353,0,-267.7668996000005,-289.6102278404005,21.843328240399998,14.0
2021-09-19 21:00:00,2021-09-19 22:00:00,0.7255216,0.7255216,0,0.43107240000001334,-0.060400172399986685,0.49147257240000003,0.04166666662786156
2021-09-22 14:00:00,2021-09-22 15:00:00,0.7295406,0.7295406,0,-1.834193399999977,-2.326987733399977,0.4927943334,0.04166666662786156
2021-09-23 08:00:00,2021-09-23 09:00:00,0.7296,0.7296,0,0.027120000000027122,-0.4675216799999729,0.49464168000000003,0.04166666662786156
2021-09-29 07:00:00,2021-09-29 08:00:00,0.72224,0.72224,0,0.2576399999999942,-0.2322963600000058,0.48993636,0.04166666674427688
2021-10-07 07:00:00,2021-10-07 08:00:00,0.73106,0.73106,0,0.22035000000001337,-0.27508832999998667,0.49543833000000004,0.04166666674427688
2021-11-22 14:00:00,2021-11-22 15:00:00,0.72254,0.72254,0,-0.003389999999984572,-0.4932687299999846,0.48987873000000004,0.04166666662786156
2021-12-30 07:00:00,2021-12-30 08:00:00,0.72729,0.72729,0,-0.033899999999996266,-0.5270365199999962,0.49313652,0.04166666674427688
2022-01-03 09:00:00,2022-01-03 10:00:00,0.72152,0.72152,0,-0.6271500000000062,-1.1157134100000063,0.48856341000000003,0.04166666662786156
2022-01-12 10:00:00,2022-01-12 11:00:00,0.7277,0.7277,0,0.27798000000001455,-0.2151226199999855,0.49310262000000005,0.04166666674427688
2022-01-24 02:00:00,2022-01-24 03:00:00,0.71544,0.71544,0,0.25425000000000963,-0.23107256999999037,0.48532257,0.04166666662786156
2022-02-10 10:00:00,2022-02-10 11:00:00,0.72143,0.72143,0,-0.7491899999999777,-1.2390687299999779,0.48987873000000004,0.04166666674427688
2022-02-10 19:00:00,2022-02-10 20:00:00,0.71467,0.71467,0,-0.16610999999999676,-0.6504901499999969,0.48438015000000006,0.04166666674427688
2022-02-23 03:00:00,2022-02-23 04:00:00,0.72483,0.72483,0,-0.23052000000000472,-0.7221852600000047,0.49166526,0.04166666662786156
2022-02-23 22:00:00,2022-02-23 23:00:00,0.71828,0.71828,0,0.05763000000000118,-0.42942146999999886,0.48705147000000004,0.04166666674427688
2022-03-01 02:00:00,2022-03-01 03:00:00,0.72835,0.72835,0,-0.010169999999991353,-0.5040014699999914,0.49383147000000005,0.04166666662786156
2022-03-14 20:00:00,2022-03-14 21:00:00,0.7167,0.7167,0,0.1254299999999937,-0.3606180300000063,0.48604803,0.04166666662786156
2022-03-16 19:00:00,2022-03-16 20:00:00,0.72983,0.72983,0,-0.6508800000000111,-1.1463556200000111,0.49547562,0.04166666674427688
2022-04-24 21:00:00,2022-04-24 22:00:00,0.71801,0.71801,0,0.2271299999999825,-0.25990791000001756,0.4870379100000001,0.04166666662786156
